label,connection_id,srtt,rtt,mdev,min_rtt,inflight,lost,retrans_out,sack_out,snd_cwnd,sk_pacing_rate,delivered,bytes_acked
wi-fi,37.65.43.81,64898,518159,432,38070,2161,0,0,1,2184,58590793,1745974,2527996656
wi-fi,37.65.43.81,66647,531384,856,38070,2189,0,0,3,2187,57263393,1749614,2533263872
wi-fi,37.65.43.81,67223,536199,575,38070,2158,0,0,0,2188,56723250,1752313,2537175760
wi-fi,37.65.43.81,64833,518215,417,38070,2156,0,0,0,2190,58745408,1755937,2542422096
wi-fi,37.65.43.81,65364,521155,708,38070,2192,0,0,3,2192,58467353,1759564,2547669040
wi-fi,37.65.43.81,65847,527111,563,38070,2157,0,0,0,2193,57833083,1762273,2551595408
wi-fi,37.65.43.81,63891,511850,651,38070,2066,0,0,0,2195,59611714,1765890,2556832216
wi-fi,37.65.43.81,64588,517238,663,38070,2164,0,0,0,2196,59017622,1769509,2562071312
wi-fi,37.65.43.81,65086,519601,516,38070,2194,0,0,0,2197,58775979,1772234,2566016504
wi-fi,37.65.43.81,67540,538850,723,38070,2191,0,0,0,2199,56727956,1775864,2571272136
wi-fi,37.65.43.81,63731,510396,587,38070,2115,0,0,1,2200,59917710,1779467,2576487224
mobile,80.215.116.29,0,549800,137450,68725,0,0,0,0,10,401018,1,0
mobile,80.215.116.29,0,549800,137450,68725,1,0,0,0,10,401018,1,0
mobile,80.215.116.29,0,524544,131136,65568,0,0,0,0,10,420326,1,0
mobile,80.215.116.29,60225,534708,70294,60225,1,0,0,0,10,412337,4,3
mobile,80.215.116.29,79384,580443,17633,64692,50,0,0,0,50,1899239,41,55120
mobile,80.215.116.29,65320,557127,27499,58105,152,0,0,0,154,6094466,145,198432
mobile,80.215.116.29,68465,580929,17492,58105,213,0,0,0,213,4850393,315,432692
mobile,80.215.116.29,64991,591486,20550,58105,224,0,0,0,226,5054572,567,779948
mobile,80.215.116.29,80783,652360,43119,58105,236,0,0,0,240,4866809,852,1172678
mobile,80.215.116.29,68408,619250,18595,58105,249,0,0,0,254,5426104,1121,1543360
mobile,80.215.116.29,68526,641702,14268,58105,265,0,0,0,267,5504252,1390,1914042
mobile,80.215.116.29,85402,964659,8513,58105,279,0,0,0,280,3839765,1658,2283346
mobile,80.215.116.29,77330,791988,27331,58105,280,0,0,0,282,4710325,1683,2317796
mobile,80.215.116.29,70956,687641,70159,58105,295,0,0,0,297,5713669,2008,2765646
mobile,80.215.116.29,90807,736808,10159,58105,315,0,0,0,317,5691482,2399,3304444
mobile,80.215.116.29,77976,702404,23493,58105,324,0,0,0,327,6158589,2605,3588312
mobile,80.215.116.29,87663,721971,22929,58105,343,0,0,0,343,6284848,2929,4034784
mobile,80.215.116.29,76004,668122,39813,58105,363,0,0,0,366,7246791,3379,4654884
mobile,80.215.116.29,83921,669446,6110,58105,368,0,0,0,369,7291741,3442,4741698
mobile,80.215.116.29,74849,696335,51712,58105,389,0,0,0,390,7409123,3866,5325970
mobile,80.215.116.29,90551,724947,1245,58105,461,5,5,86,375,8394059,4254,5742126
mobile,80.215.116.29,116538,898796,20306,58105,283,0,0,0,283,4165294,4580,6309862
mobile,80.215.116.29,74626,823406,41880,58105,284,0,0,0,285,4578795,4693,6465576
mobile,80.215.116.29,179136,1577639,35486,58105,271,0,0,0,291,2440089,4879,6721884
mobile,80.215.116.29,86806,753726,23283,58105,297,0,0,0,298,5230259,5223,7195916
mobile,80.215.116.29,94061,749103,7165,58105,297,0,0,0,299,5280196,5270,7260682
mobile,80.215.116.29,184881,1481113,2101,58105,306,0,0,0,308,2750951,5569,7672704
mobile,80.215.116.29,170532,1391049,7631,58105,311,0,0,0,315,2995632,5873,8091616
mobile,80.215.116.29,185771,1467653,13394,58105,310,0,0,0,322,2902371,6184,8520174
mobile,80.215.116.29,350527,2812304,6392,58105,313,0,0,0,334,1571102,6510,8969402
mobile,80.215.116.29,189129,1502327,10825,58105,325,0,0,0,341,3002689,6807,9378668
mobile,80.215.116.29,178281,1452095,11650,58105,311,0,0,0,348,3170331,7154,9856834
mobile,80.215.116.29,149072,1434693,13556,58105,346,0,0,0,349,3218006,7186,9900930
mobile,80.215.116.29,175058,1399337,4205,58105,167,0,0,0,354,3346581,7496,10328110
mobile,80.215.116.29,340600,2717332,6576,58105,333,0,0,0,363,1767194,7855,10822812
mobile,80.215.116.29,221019,1755350,5289,58105,362,0,0,0,369,2780885,8217,11321648
mobile,80.215.116.29,112851,954259,49797,58105,370,0,0,0,370,5129274,8323,11467716
mobile,80.215.116.29,91263,715984,19541,58105,372,0,0,0,375,6928646,8761,12071280
mobile,80.215.116.29,85709,722273,33237,58105,377,0,0,0,377,6904948,9121,12567360
mobile,80.215.116.29,122439,907291,58196,58105,378,0,0,0,378,5511447,9221,12705160
mobile,80.215.116.29,77426,690601,35660,58105,380,0,0,0,380,7279085,9656,13304590
mobile,80.215.116.29,107059,924554,11125,58105,377,0,0,0,382,5465772,10046,13842010
mobile,80.215.116.29,98630,778814,11193,58105,383,0,0,0,384,6522557,10388,14313286
mobile,80.215.116.29,70208,759544,40913,58105,385,0,0,0,386,6722871,10785,14860352
mobile,80.215.116.29,103282,924140,20927,58105,384,0,0,0,387,5539794,11076,15261350
mobile,80.215.116.29,76644,720064,12074,58105,387,0,0,0,389,7146591,11477,15813928
mobile,80.215.116.29,79317,802304,18682,58105,390,0,0,0,390,6430520,11912,16413358
mobile,80.215.116.29,109871,880020,2795,58105,390,0,0,0,392,5892695,12233,16855696
mobile,80.215.116.29,99245,735051,22718,58105,393,0,0,0,393,7072867,12594,17353154
mobile,80.215.116.29,86528,740405,16509,58105,392,0,0,0,394,7039589,13007,17922268
mobile,80.215.116.29,89019,733949,18303,58105,373,0,0,0,395,7119535,13465,18553392
mobile,80.215.116.29,79820,634592,5529,58105,393,0,0,0,396,8255075,13821,19043960
mobile,80.215.116.29,69726,656159,23873,58105,347,0,0,0,397,8003903,14221,19595160
mobile,80.215.116.29,124551,996443,2633,58105,396,0,0,0,398,5283857,14618,20142226
mobile,80.215.116.29,127173,910546,50514,58105,389,0,0,0,399,5796841,14945,20592832
mobile,80.215.116.29,76981,620451,11070,58105,399,0,0,0,400,8528505,15467,21312148
mobile,80.215.116.29,92660,846367,17277,58105,400,0,0,0,401,6267669,15858,21850946
mobile,80.215.116.29,106686,858551,801,58105,396,0,0,0,401,6178722,16261,22406280
mobile,80.215.116.29,84869,671561,8385,53087,401,0,0,0,402,7918830,16371,22557860
mobile,80.215.116.29,198244,1548179,19084,53087,401,0,0,0,402,3434988,16623,22905116
mobile,80.215.116.29,77548,859933,87855,53087,402,0,0,0,403,6199560,16831,23191740
mobile,80.215.116.29,68273,718713,15120,53087,400,0,0,0,403,7417712,17236,23749830
mobile,80.215.116.29,85569,708777,11831,53087,384,0,0,0,404,7540362,17892,24653798
mobile,80.215.116.29,117665,939503,5943,53087,401,0,0,0,404,5688577,18203,25082356
mobile,80.215.116.29,86961,704588,8847,53087,404,0,0,0,404,7585191,18686,25747930
mobile,80.215.116.29,84153,786127,9183,53087,382,0,0,0,404,6798437,19170,26414882
mobile,80.215.116.29,71454,764761,13182,53087,402,0,0,0,405,7005671,19592,26996398
mobile,80.215.116.29,114194,888491,8125,53087,404,0,0,0,405,6030071,19959,27502124
mobile,80.215.116.29,105547,750148,46766,53087,401,0,0,0,405,7142142,20131,27739140
mobile,80.215.116.29,83141,663605,23822,53087,405,0,0,0,405,8073573,20654,28459834
mobile,80.215.116.29,68398,702271,25518,53087,403,0,0,0,405,7629054,20935,28847052
mobile,80.215.116.29,162489,1125637,124827,53087,398,0,0,0,405,4759672,21082,29049618
mobile,80.215.116.29,61905,842949,25794,53087,405,0,0,0,405,6355857,21450,29556722
mobile,80.215.116.29,125270,1010849,8897,53087,377,0,0,0,405,5300162,21629,29803384
mobile,80.215.116.29,153555,1211915,17476,53087,401,0,0,0,405,4420824,22098,30449666
mobile,80.215.116.29,114584,924647,12223,53087,395,0,0,0,405,5794280,22619,31167604
mobile,80.215.116.29,104991,852787,13169,53087,404,0,0,0,405,6282534,22978,31662306
mobile,80.215.116.29,93083,773102,12020,53087,396,0,0,0,405,6930086,23437,32294808
mobile,80.215.116.29,82930,689751,7640,53087,397,0,0,0,405,7767533,23581,32493240
mobile,80.215.116.29,90530,742303,7616,53087,403,0,0,0,405,7217624,24010,33084402
mobile,80.215.116.29,115701,899712,32445,53087,365,0,0,0,405,5954865,24106,33216690
mobile,80.215.116.29,113039,864662,28389,53087,402,0,0,0,405,6196252,24610,33911202
mobile,80.215.116.29,88953,720973,8095,53087,392,0,0,0,405,7431157,25154,34660834
mobile,80.215.116.29,111451,929817,18495,53087,385,0,0,0,405,5762062,25649,35342944
mobile,80.215.116.29,68500,800642,31857,53087,405,0,0,0,405,6691709,25670,35371882
mobile,80.215.116.29,102852,781594,31707,53087,404,0,0,0,405,6854791,26362,36325458
mobile,80.215.116.29,164150,1556448,38073,53087,390,0,0,0,405,3442237,26560,36598302
mobile,80.215.116.29,152919,1303067,50219,53087,404,0,0,0,405,4111579,26648,36719566
mobile,80.215.116.29,71958,858138,45928,53087,404,0,0,0,405,6243359,27197,37476088
mobile,80.215.116.29,130323,1120314,26198,53087,352,0,0,0,405,4782287,27614,38050714
mobile,80.215.116.29,76652,818689,35940,53087,399,0,0,0,405,6544199,28040,38637742
mobile,80.215.116.29,98845,792706,21682,53087,404,0,0,0,405,6758702,28070,38679082
mobile,80.215.116.29,123671,997388,8751,53087,404,0,0,0,405,5371694,28798,39682266
mobile,80.215.116.29,91262,776339,27215,53087,406,0,0,0,406,6918231,29043,40019876
mobile,80.215.116.29,117920,1019222,7466,53087,404,0,0,0,406,5269600,29480,40622062
mobile,80.215.116.29,113262,884162,17027,53087,405,0,0,0,406,6074557,29890,41187042
mobile,80.215.116.29,137799,995315,79265,53087,406,0,0,0,407,5409464,29974,41302794
mobile,80.215.116.29,78247,1054344,20863,53087,406,0,0,0,407,5106608,30321,41780960
mobile,80.215.116.29,169821,1307680,47317,53087,377,0,0,0,407,4117308,30463,41976636
mobile,80.215.116.29,100993,892159,16292,53087,397,0,0,0,408,6049762,30979,42687684
mobile,80.215.116.29,102855,728721,22261,53087,402,0,0,0,408,7406607,31242,43050098
mobile,80.215.116.29,197285,1531097,45212,53087,357,0,0,0,409,3533792,31434,43314674
mobile,80.215.116.29,96408,815330,24253,53087,406,0,0,0,410,6652285,31875,43922372
mobile,80.215.116.29,106946,770807,32773,53087,407,0,0,0,410,7036531,32230,44411562
mobile,80.215.116.29,151409,1239440,33308,53087,338,0,0,0,411,4386688,32498,44780866
mobile,80.215.116.29,118210,924026,19912,53087,391,0,0,0,412,5898389,32987,45454708
mobile,80.215.116.29,82508,657885,7819,53087,412,0,0,0,413,8304634,33453,46096856
mobile,80.215.116.29,93988,854095,21146,53087,414,0,0,0,414,6412311,33892,46701798
mobile,80.215.116.29,91261,726626,6560,53087,399,0,0,0,414,7537196,33983,46827196
mobile,80.215.116.29,110066,944284,36286,53087,416,5,5,19,397,5813878,34328,47276424
mobile,80.215.116.29,215293,1674431,41968,53087,472,5,5,99,373,3721123,34408,47276424
mobile,80.215.116.29,77055,617091,3284,53087,334,217,187,117,187,7160077,34617,47539622
mobile,80.215.116.29,98872,793325,4517,53087,288,0,0,0,290,4835788,34886,48071530
mobile,80.215.116.29,67089,725209,16527,53087,270,0,0,0,292,5326477,35024,48250670
mobile,80.215.116.29,76790,670632,12003,53087,283,0,0,0,298,5878309,35450,48836320
mobile,80.215.116.29,83751,682268,14069,53087,305,0,0,0,305,5913781,35858,49398544
mobile,80.215.116.29,115303,918660,13542,53087,305,0,0,0,307,4420832,35995,49587330
mobile,80.215.116.29,113343,943977,21362,53087,312,0,0,0,314,4400364,36422,50175736
mobile,80.215.116.29,92115,952241,14869,53087,315,0,0,0,315,4376068,36481,50257038
mobile,80.215.116.29,81123,725273,57931,53087,320,0,0,0,322,5873200,36924,50867492
mobile,80.215.116.29,149266,775692,99554,53087,320,0,0,0,322,5491449,36934,50881272
mobile,80.215.116.29,108026,855063,8939,53087,329,0,0,0,330,5105476,37451,51593698
mobile,80.215.116.29,157887,929893,57818,53087,328,0,0,0,335,4765761,37752,52008476
mobile,80.215.116.29,77316,645919,22500,53087,337,0,0,0,340,6963399,38161,52572078
mobile,80.215.116.29,87435,762491,17978,53087,340,0,0,0,343,5950861,38416,52923468
mobile,80.215.116.29,127088,1036491,16791,53087,343,0,0,0,348,4441545,38759,53396122
mobile,80.215.116.29,109182,860199,10770,53087,340,0,0,0,350,5382568,38903,53594554
mobile,80.215.116.29,80626,774412,16629,53087,352,0,0,0,354,6047162,39275,54107170
mobile,80.215.116.29,139646,1090307,28021,53087,356,0,0,0,356,4319382,39433,54324894
mobile,80.215.116.29,139734,730259,108746,53087,354,0,0,0,359,6503362,39666,54645968
mobile,80.215.116.29,109583,1127811,13760,53087,226,0,0,0,363,4257853,39974,55070392
mobile,80.215.116.29,106427,1098289,37588,53087,346,0,0,0,368,4432529,40433,55702894
mobile,80.215.116.29,96782,699685,49743,53087,367,0,0,0,369,6976606,40547,55859986
mobile,80.215.116.29,77748,737309,12783,53087,362,0,0,0,373,6692366,41113,56639934
mobile,80.215.116.29,76193,858626,59830,53087,371,0,0,0,374,5762195,41223,56791514
mobile,80.215.116.29,130607,1204498,33810,53087,358,0,0,0,378,4151510,41598,57308264
mobile,80.215.116.29,68748,975040,57349,53087,379,0,0,0,379,5142061,41616,57333068
mobile,80.215.116.29,188665,1413168,85457,53087,353,0,0,0,380,3557216,41715,57469490
mobile,80.215.116.29,125573,893153,60676,53087,364,0,0,0,384,5687557,42176,58104748
mobile,80.215.116.29,99057,727904,24863,53087,387,0,0,0,387,7033270,42732,58870916
mobile,80.215.116.29,101513,786315,20745,53087,381,0,0,0,389,6544455,43068,59333924
mobile,80.215.116.29,84584,712862,21186,53087,387,0,0,0,391,7255907,43523,59960914
mobile,80.215.116.29,106604,818335,49805,53087,365,0,0,0,392,6336878,43589,60051862
mobile,80.215.116.29,111256,939098,33615,53087,395,0,0,0,395,5564249,44141,60812518
mobile,80.215.116.29,78262,808137,14250,53087,396,0,0,0,397,6498692,44588,61428484
mobile,80.215.116.29,90939,718108,11493,53087,398,0,0,0,398,7331853,44719,61609002
mobile,80.215.116.29,90375,864251,55608,53087,396,0,0,0,399,6107359,45118,62158824
mobile,80.215.116.29,106320,780768,54297,53087,389,0,0,0,400,6777326,45229,62311782
mobile,80.215.116.29,115900,870482,22102,53087,401,0,0,0,402,6109233,45844,63159252
mobile,80.215.116.29,110192,761516,47047,53087,395,0,0,0,403,7000780,46203,63653954
mobile,80.215.116.29,96343,676364,41227,53087,403,0,0,0,404,7901714,46651,64271298
mobile,80.215.116.29,99676,713964,46373,53087,400,0,0,0,404,7485580,46671,64298858
mobile,80.215.116.29,68773,777298,36452,53087,407,0,0,0,407,6926714,47462,65388856
mobile,80.215.116.29,83731,803567,33431,53087,404,0,0,0,408,6716739,47909,66004822
mobile,80.215.116.29,84639,761729,3812,53087,405,0,0,0,408,7085656,48190,66392040
mobile,80.215.116.29,85504,763254,19238,53087,406,0,0,0,410,7106163,48762,67180256
mobile,80.215.116.29,105261,837500,6252,53087,409,0,0,0,410,6476188,49173,67746614
mobile,80.215.116.29,69685,674245,16821,53087,407,0,0,0,411,8063888,49650,68403920
mobile,80.215.116.29,95902,794628,12598,53087,410,0,0,0,411,6842241,50057,68964766
mobile,80.215.116.29,87108,692436,5297,53087,406,0,0,0,412,7871147,50178,69131504
mobile,80.215.116.29,87594,635212,28145,53087,407,0,0,0,412,8580230,50748,69916964
mobile,80.215.116.29,116880,1080613,43735,53087,412,0,0,0,413,5055921,51157,70480566
mobile,80.215.116.29,105484,848489,8976,53087,411,0,0,0,413,6439086,51482,70928416
mobile,80.215.116.29,90444,714503,8452,53087,410,0,0,0,414,7665080,51794,71358352
mobile,80.215.116.29,99088,804241,10221,53087,412,0,0,0,414,6809803,52205,71924710
mobile,80.215.116.29,91674,783913,21488,53087,414,0,0,0,414,6986391,52564,72419412
mobile,80.215.116.29,107979,901523,9193,53087,413,0,0,0,415,6089641,53066,73111168
mobile,80.215.116.29,67136,691081,22307,53087,415,0,0,0,415,7944006,53528,73747804
mobile,80.215.116.29,105382,861022,8937,53087,414,0,0,0,415,6376087,53911,74275578
mobile,80.215.116.29,76145,621910,5194,53087,412,0,0,0,415,8827566,54144,74596652
mobile,80.215.116.29,119900,1030004,26248,53087,333,0,0,0,415,5330029,54508,75098244
mobile,80.215.116.29,69922,915714,22103,53087,414,0,0,0,415,5995269,54996,75770708
mobile,80.215.116.29,102209,736717,28809,53087,415,0,0,0,415,7451914,55339,76243362
mobile,80.215.116.29,127618,993205,22835,53087,414,0,0,0,415,5527511,55526,76501048
mobile,80.215.116.29,77285,654448,18901,53087,415,0,0,0,415,8388675,55972,77115636
mobile,80.215.116.29,69267,714671,32912,53087,415,0,0,0,415,7681789,56385,77684750
mobile,80.215.116.29,136298,1155450,2285,53087,368,0,0,0,415,4751354,56615,78001690
mobile,80.215.116.29,121639,879596,38222,53087,414,0,0,0,415,6241447,56994,78523952
mobile,80.215.116.29,80550,676338,11156,53087,402,0,0,0,415,8117172,57489,79206062
mobile,80.215.116.29,173661,1273115,108332,53087,403,0,0,0,415,4312220,57605,79365910
mobile,80.215.116.29,104168,816079,13171,53087,412,0,0,0,415,6727231,58120,80075580
mobile,80.215.116.29,77116,947037,46133,53087,413,0,0,0,415,5796977,58390,80447640
mobile,80.215.116.29,96024,858990,45078,53087,414,0,0,0,415,6391171,58595,80730130
mobile,80.215.116.29,76536,664440,12970,53087,411,0,0,0,415,8262524,59049,81355742
mobile,80.215.116.29,100323,892357,30347,53087,385,0,0,0,415,6152192,59639,82168762
mobile,80.215.116.29,112457,888682,9311,53087,414,0,0,0,415,6177633,60025,82700670
mobile,80.215.116.29,80433,897740,20693,53087,402,0,0,0,415,6115302,60143,82863274
mobile,80.215.116.29,93763,749750,21109,53087,411,0,0,0,415,7322376,60671,83590858
mobile,80.215.116.29,99705,885586,35285,53087,407,0,0,0,415,6199230,61091,84169618
mobile,80.215.116.29,120554,1018904,18406,53087,348,0,0,0,415,5388095,61279,84428682
mobile,80.215.116.29,104477,768984,28236,53087,409,0,0,0,415,7139227,61638,84923384
mobile,80.215.116.29,174485,1383789,17564,53087,322,0,0,0,415,3967333,61887,85266506
mobile,80.215.116.29,137032,909460,78316,53087,413,0,0,0,415,6036496,62114,85579312
mobile,80.215.116.29,179558,1412114,22896,53087,377,0,0,0,415,3887754,62443,86032674
mobile,80.215.116.29,95346,1011462,3836,53087,416,0,0,0,416,5440818,62935,86710650
mobile,80.215.116.29,114284,889002,15630,53087,413,0,0,0,416,6190290,63003,86804354
mobile,80.215.116.29,98424,907562,39017,53087,416,0,0,0,416,6063696,63424,87384492
mobile,80.215.116.29,106096,859995,26804,53087,415,0,0,0,416,6399084,63447,87416186
mobile,80.215.116.29,70265,814270,77253,53087,415,0,0,0,417,6774668,63913,88058334
mobile,80.215.116.29,99930,876907,42524,53087,399,0,0,0,417,6290757,64070,88274680
mobile,80.215.116.29,66584,721777,25069,53087,414,0,0,0,418,7661145,64812,89297156
mobile,80.215.116.29,100249,735175,43421,53087,410,0,0,0,418,7521526,65031,89598938
mobile,80.215.116.29,86367,672663,14418,53087,418,0,0,0,419,8240184,65530,90286560
mobile,80.215.116.29,81972,671072,10090,53087,416,0,0,0,420,8279433,66138,91124384
mobile,80.215.116.29,117388,881313,49568,53087,420,0,0,0,420,6304339,66247,91274586
mobile,80.215.116.29,76281,731248,62504,53087,420,0,0,0,421,7616191,66660,91843700
mobile,80.215.116.29,67886,845971,25681,53087,420,0,0,0,422,6598989,67118,92474824
mobile,80.215.116.29,68604,702062,17909,53087,422,0,0,0,423,7970496,67537,93052206
mobile,80.215.116.29,78325,640925,13833,53087,423,0,0,0,423,8730791,67587,93121106
mobile,80.215.116.29,130922,953767,57231,53087,424,0,0,0,425,5894773,68342,94161496
mobile,80.215.116.29,95210,743531,15725,53087,422,0,0,0,425,7561540,68561,94463278
mobile,80.215.116.29,89500,790542,46315,53087,426,0,0,0,427,7145347,69196,95338308
mobile,80.215.116.29,105132,876262,26469,53087,428,0,0,0,428,6461453,69626,95930848
mobile,80.215.116.29,86901,692464,2489,53087,431,98,17,26,324,8233803,69983,96386966
mobile,80.215.116.29,103141,866205,7651,53087,633,80,80,333,300,9651989,70308,96411770
mobile,80.215.116.29,87264,699571,2434,53087,298,0,0,0,300,5672962,70398,96994664
mobile,80.215.116.29,77194,617583,6263,53087,301,0,0,0,304,6511764,70716,97417710
mobile,80.215.116.29,93743,688170,21416,53087,309,0,0,0,311,5978401,71257,98163208
mobile,80.215.116.29,78288,660804,13581,53087,316,0,0,0,316,6326082,71581,98609680
mobile,80.215.116.29,101785,762173,38249,53087,319,0,0,0,320,5554140,71888,99032726
mobile,80.215.116.29,77260,676780,28181,53087,325,0,0,0,325,6352669,72208,99473686
mobile,80.215.116.29,140169,996007,101767,53087,324,0,0,0,327,4343159,72303,99604596
mobile,80.215.116.29,131848,998998,48506,53087,334,0,0,0,336,4449335,72801,100290840
mobile,80.215.116.29,127434,1022487,10004,53087,336,0,0,0,336,4347123,72861,100373520
mobile,80.215.116.29,90731,737395,5280,53087,342,0,0,0,344,6171329,73370,101074922
mobile,80.215.116.29,60955,813421,23596,53087,348,0,0,0,349,5675844,73740,101584782
mobile,80.215.116.29,71443,584833,11831,53087,348,0,0,0,350,7916926,73873,101768056
mobile,80.215.116.29,86470,708228,16044,53087,354,0,0,0,355,6630949,74384,102472214
mobile,80.215.116.29,76664,656491,8751,53087,359,0,0,0,360,7254277,74911,103198420
mobile,80.215.116.29,83137,703146,10212,53087,361,0,0,0,364,6848198,75301,103735840
mobile,80.215.116.29,67731,847962,22899,53087,366,0,0,0,368,5741057,75675,104251212
mobile,80.215.116.29,89337,731399,11276,53087,368,0,0,0,370,6692183,75956,104638430
mobile,80.215.116.29,81351,664935,8346,53087,372,0,0,0,373,7420789,76261,105058720
mobile,80.215.116.29,102731,918364,43434,53087,375,0,0,0,377,5430589,76635,105574092
mobile,80.215.116.29,123380,930916,39183,53087,378,0,0,0,380,5399997,76931,105981980
mobile,80.215.116.29,97712,796897,16044,53087,378,0,0,0,383,6357948,77380,106600702
mobile,80.215.116.29,137800,1010596,63023,53087,382,0,0,0,384,5026597,77456,106705430
mobile,80.215.116.29,182890,1434333,30357,53087,387,0,0,0,387,3569286,77770,107138122
mobile,80.215.116.29,72564,848476,13032,53087,391,0,0,0,391,6096178,78177,107698968
mobile,80.215.116.29,99301,820032,21553,53087,376,0,0,0,393,6339896,78565,108233632
mobile,80.215.116.29,92221,893400,33926,53087,366,0,0,0,396,5863672,78974,108797234
mobile,80.215.116.29,112804,899000,9272,53087,384,0,0,0,397,5841861,79101,108972240
mobile,80.215.116.29,98630,786487,6510,53087,399,0,0,0,400,6728045,79576,109626790
mobile,80.215.116.29,165655,1217570,247201,53087,400,0,0,0,401,4356832,79614,109679154
mobile,80.215.116.29,80965,698927,35111,53087,381,0,0,0,404,7646628,80128,110387446
mobile,80.215.116.29,84818,701531,37784,53087,406,0,0,0,406,7655959,80514,110919354
mobile,80.215.116.29,106534,1039592,44803,53087,387,0,0,0,407,5179071,80685,111154992
mobile,80.215.116.29,116210,883914,39289,53087,407,0,0,0,409,6121160,81126,111762690
mobile,80.215.116.29,116431,987168,26072,53087,408,0,0,0,410,5494310,81237,111915648
mobile,80.215.116.29,124406,957966,40019,53087,400,0,0,0,412,5689414,81737,112604648
mobile,80.215.116.29,82554,714509,41085,53087,412,0,0,0,414,7665016,82076,113071790
mobile,80.215.116.29,92262,814791,46866,53087,415,0,0,0,415,6737865,82498,113653306
mobile,80.215.116.29,175860,1397313,13522,53087,331,0,0,0,416,3938402,82706,113939930
mobile,80.215.116.29,178765,1421641,5721,53087,385,0,0,0,417,3880311,82833,114114936
mobile,80.215.116.29,165104,1329551,29776,53087,418,0,0,0,419,4168976,83323,114790156
mobile,80.215.116.29,115052,1009545,14186,53087,416,0,0,0,420,5503564,83714,115328954
mobile,80.215.116.29,119627,1066300,84336,53087,418,0,0,0,420,5210631,83830,115488802
mobile,80.215.116.29,111118,880157,17681,53087,421,0,0,0,422,6342679,84348,116202606
mobile,80.215.116.29,121007,1010781,35274,53087,421,0,0,0,422,5523010,84723,116719356
mobile,80.215.116.29,116611,959257,4995,53087,423,0,0,0,423,5833454,84890,116949482
mobile,80.215.116.29,125665,1073824,9812,53087,421,0,0,0,424,5223398,85416,117674310
mobile,80.215.116.29,134800,1076755,16616,53087,424,0,0,0,425,5221466,85880,118313702
mobile,80.215.116.29,78638,679553,17092,53087,423,0,0,0,426,8292905,86352,118964118
mobile,80.215.116.29,79772,674434,17197,53087,426,0,0,0,426,8355849,86361,118976520
mobile,80.215.116.29,158170,1232286,32352,53087,380,0,0,0,427,4583917,86949,119786784
mobile,80.215.116.29,96670,817935,72502,53087,428,0,0,0,428,6922220,87317,120293888
mobile,80.215.116.29,124315,914709,41326,53087,425,0,0,0,428,6189866,87688,120805126
mobile,80.215.116.29,85595,716880,16050,53087,426,0,0,0,428,7898011,87900,121097262
mobile,80.215.116.29,67082,939949,42032,53087,427,0,0,0,428,6023652,88348,121714606
mobile,80.215.116.29,91545,822342,47255,53087,429,0,0,0,429,6901210,88397,121782128
mobile,80.215.116.29,160619,1117681,115238,53087,429,0,0,0,429,5077616,88460,121868942
mobile,80.215.116.29,129167,1023772,11676,53087,408,0,0,0,429,5543378,88989,122597904
mobile,80.215.116.29,99400,755041,12582,53087,417,0,0,0,429,7516353,89549,123369584
mobile,80.215.116.29,146103,1160243,10886,53087,407,0,0,0,429,4891350,89877,123821568
mobile,80.215.116.29,103245,1070556,68202,53087,428,0,0,0,429,5301128,90156,124206030
mobile,80.215.116.29,76837,697204,31847,53087,429,0,0,0,429,8139877,90504,124685574
mobile,80.215.116.29,110159,974416,24553,53087,427,0,0,0,429,5824160,90975,125334612
mobile,80.215.116.29,75268,734610,13874,53087,427,0,0,0,429,7725398,91419,125946444
mobile,80.215.116.29,100078,769468,24513,53087,426,0,0,0,429,7375427,91514,126077354
mobile,80.215.116.29,80709,648248,3361,53087,425,0,0,0,429,8754605,92042,126804938
mobile,80.215.116.29,110792,898561,19182,53087,420,0,0,0,429,6315826,92472,127397478
mobile,80.215.116.29,116618,946754,15403,53087,401,0,0,0,429,5994329,92557,127514608
mobile,80.215.116.29,98203,769044,16173,53087,429,0,0,0,429,7379493,93035,128173292
mobile,80.215.116.29,133217,1130163,28109,53087,416,0,0,0,429,5021536,93722,129119978
mobile,80.215.116.29,104326,843861,10570,53087,426,0,0,0,429,6725225,93978,129472746
mobile,80.215.116.29,137636,1047715,51298,53087,396,0,0,0,429,5416697,94105,129647752
mobile,80.215.116.29,127782,977853,27182,53087,429,0,0,0,429,5803689,94601,130331240
mobile,80.215.116.29,92130,772557,8591,53087,406,0,0,0,429,7345937,95178,131126346
mobile,80.215.116.29,102282,837806,14287,53087,423,0,0,0,429,6773829,95700,131845662
mobile,80.215.116.29,103462,816770,16646,53087,428,0,0,0,429,6948290,96024,132292134
mobile,80.215.116.29,84087,787127,55186,53087,428,0,0,0,429,7209961,96192,132523638
mobile,80.215.116.29,96615,776752,7162,53087,424,0,0,0,429,7306264,96790,133347682
mobile,80.215.116.29,109268,915265,23402,53087,423,0,0,0,429,6200559,97216,133934710
mobile,80.215.116.29,63330,792843,29397,53087,426,0,0,0,429,7157981,97651,134534140
mobile,80.215.116.29,100195,773261,24719,53087,425,0,0,0,429,7339249,97991,135002660
mobile,80.215.116.29,68763,801919,28626,53087,429,0,0,0,429,7076968,98431,135608980
